,대피시설명,주소,평시활용 유형,대피시설 면적,경도,위도
2574,더케이손해보험빌딩,서울특별시 종로구 창경궁로 117 (인의동),주차장,2330.0,126.997083,37.572765
2575,대림산업지하층,서울특별시 종로구 종로1길 36 (수송동 대림빌딩),지하주차장,435.0,126.978976,37.573466
2577,금호팔레스,서울특별시 종로구 지봉로 29 (창신동 금호팔레스빌딩),지하주차장,1984.0,127.015273,37.572493
2579,국세청건물지하주차장,서울특별시 종로구 종로5길 86 (수송동 국세청),주차장,9243.0,126.979837,37.574235
2580,구민회관지하층,서울특별시 종로구 지봉로5길 7-5 (창신동 종로구구민회관 보건소통합청),공공시설,1164.0,127.014372,37.573464
2582,교보생명빌딩,서울특별시 종로구 종로 1 (종로1가 교보생명빌딩),주차장,9646.0,126.978033,37.570905
2583,교남동 주민센터,서울특별시 종로구 송월길 154 (행촌동 교남동주민센터),공공시설,438.0,126.961949,37.571871
2584,광화문플래티넘 빌딩,서울특별시 종로구 새문안로5가길 28 (적선동 광화문플래티넘),주차장,9865.0,126.973571,37.574411
2588,광원빌딩,서울특별시 종로구 창경궁로 230 (명륜4가),주차장,347.0,126.998211,37.582193
2589,경희궁 롯데캐슬 아파트,서울특별시 종로구 통일로 230 (무악동 경희궁롯데캐슬),주차장,11370.9,126.959938,37.57332
2590,강북삼성병원,서울특별시 종로구 새문안로 29-0 (평동),공공시설,1598.0,126.967478,37.568398
2591,가회동주민센터,서울특별시 종로구 북촌로 35 (가회동 가회동주민센터),공공시설,459.0,126.984775,37.580028
2593,SK건설빌딩,서울특별시 종로구 인사동7길 32 (관훈동 SK건설빌딩),주차장,8896.0,126.984306,37.573023
2594,SC제일은행본점,서울특별시 종로구 종로 47 (공평동 SC제일은행본점),지하주차장,21017.0,126.982397,37.57094
2595,공릉2동 태강아파트 지하주차장,서울특별시 노원구 공릉로34길 62,주차장,14000.0,127.082121,37.623367
2596,세양빌딩 지하주차장,서울특별시 노원구 덕릉로 669,주차장,396.0,127.074656,37.657379
2598,불암현대아파트 101,서울특별시 노원구 덕릉로118길 29,주차장,13000.0,127.081236,37.668161
2599,동아불암아파트 101동 [정문앞],서울특별시 노원구 덕릉로 780,주차장,21000.0,127.079126,37.666692
2600,노원 아이파크,서울특별시 노원구 상계로23다길 13-8,주차장,4121.0,127.069196,37.659833
2601,상계불암대림아파트 201동 앞,서울특별시 노원구 덕릉로94길 21,주차장,23500.0,127.076634,37.663558
2602,그랑빌아파트 지하주차장,서울특별시 노원구 마들로 31,주차장,35000.0,127.067083,37.618724
2603,월계현대아파트,서울특별시 노원구 석계로 49,주차장,5600.0,127.062537,37.617224
2604,태웅빌딩,서울특별시 노원구 노해로 447,주차장,1200.0,127.057745,37.653968
2605,롯데백화점 노원점,서울특별시 노원구 동일로 1414,주차장,2000.0,127.061839,37.655419
2608,교림노원프라자,서울특별시 노원구 한글비석로 444,주차장,1200.0,127.068492,37.663614
2610,모네여성병원,서울특별시 노원구 노원로 416,공공시설,350.0,127.067889,37.653721
2611,순복음교회,서울특별시 노원구 노원로 440,주차장,4700.0,127.067456,37.655913
2612,해동빌딩,서울특별시 송파구 백제고분로50길 12 (방이동 해동빌딩),주차장,800.0,127.116015,37.513976
2613,삼호종합상가,서울특별시 노원구 마들로 111,주차장,4600.0,127.06712,37.624653
2614,성원상가,서울특별시 노원구 마들로3길 37,주차장,800.0,127.062796,37.628608
2615,미성상가,서울특별시 노원구 마들로 59,주차장,990.0,127.066837,37.622616
2617,꽃동산교회,서울특별시 노원구 노원로 420,주차장,3452.0,127.067917,37.654154
2618,염광아파트 지하주차장,서울특별시 노원구 덕릉로79길 23,주차장,9500.0,127.072783,37.656248
2619,기업빌딩,서울특별시 노원구 동일로 1402,주차장,475.0,127.061126,37.65375
2620,삼성생명 상계빌딩,서울특별시 노원구 동일로 1395,주차장,805.0,127.060446,37.653203
2621,중앙하이츠아파트 지하주차장,서울특별시 노원구 한글비석로14길 37,주차장,7000.0,127.07648,37.659364
2623,교보생명빌딩,서울특별시 노원구 노해로 467,주차장,3500.0,127.059749,37.654447
2625,삼천리빌딩,서울특별시 노원구 동일로241길 36,주차장,850.0,127.054476,37.67777
2626,주공1단지상가,서울특별시 노원구 월계로49길 5,주차장,760.0,127.056221,37.629314
2628,합동빌딩 지하주차장,서울특별시 노원구 동일로 1529,주차장,400.0,127.057314,37.66509
2629,주공10단지아파트 지하종합상가,서울특별시 노원구 동일로 1493,주차장,990.14,127.058,37.661641
2630,중계그린B상가,서울특별시 노원구 동일로207길 17,주차장,1250.0,127.064172,37.642735
2636,잠실종합상가,서울특별시 송파구 백제고분로 157 (잠실동 반도가구전시장),주차장,1518.0,127.084317,37.505782
2637,교통회관,서울특별시 송파구 올림픽로 319 (신천동 새마을 교통회관),공공시설,2340.0,127.105467,37.515651
2638,잠실우성4차아파트 전동 지하,서울특별시 송파구 백제고분로18길 30 (잠실동 우성아파트),주차장,7920.0,127.082183,37.502691
2639,한양2차아파트 지하,서울특별시 송파구 가락로 192 (송파동 2차한양아파트),주차장,8250.0,127.115947,37.504725
2641,서울시농수산식품공사 지하주차장,서울특별시 송파구 양재대로 932 (가락동 가락농수산물시장),주차장,2785.0,127.113455,37.496467
2643,미성아파트 전동 지하,서울특별시 송파구 오금로32길 10 (송파동 미성맨션),주차장,3501.0,127.119857,37.505928
2644,아시아선수촌아파트 동별 지하,서울특별시 송파구 올림픽로4길 15 (잠실동 아시아선수촌아파트),주차장,8625.0,127.074779,37.508675
2645,우성아파트 전동 지하,서울특별시 송파구 올림픽로4길 42 (잠실동),주차장,8625.0,127.072028,37.508324
2646,엠타워 지하주차장,서울특별시 송파구 올림픽로 96 (잠실동 동신빌딩),주차장,528.0,127.081215,37.511464
2647,삼성생명 지하주차장,서울특별시 송파구 올림픽로 633 (풍납동),주차장,568.0,127.122892,37.538242
2648,가락삼익아파트 전동 지하,서울특별시 송파구 오금로 252 (송파동 가락삼익맨숀),주차장,9203.0,127.121191,37.505577
2650,대림아파트 전동 지하,서울특별시 송파구 송이로 88 (가락동 가락대림아파트),주차장,1030.0,127.118467,37.4995
2651,롯데월드 지하주차장,서울특별시 송파구 올림픽로 240 (잠실동 롯데월드),주차장,14341.0,127.09814,37.511311
2652,송파구청,서울특별시 송파구 올림픽로 326 (신천동 송파구청),공공시설,4425.0,127.105859,37.514476
2653,보화2차아파트,서울특별시 송파구 오금로68길 33 (거여동 보화아파트),주차장,920.0,127.14882,37.490326
2655,문정시영아파트 5동 지하,서울특별시 송파구 송이로31길 56 (문정동 문정시영아파트),주차장,7920.0,127.136383,37.490863
2657,서경빌딩,서울특별시 송파구 올림픽로 114 (잠실동 서경빌딩),주차장,2607.0,127.083188,37.511391
2658,잠실본동 현대아파트 지하,서울특별시 송파구 백제고분로18길 7 (잠실동 현대아파트),주차장,3719.0,127.085492,37.504278
2660,장지동 현대아파트,서울특별시 송파구 송이로34길 26 (문정동 현대아파트),주차장,713.0,127.130354,37.485785
2662,영빌딩,서울특별시 송파구 동남로 236 (가락동),주차장,408.0,127.133518,37.497534
2663,유니팜코리아 지하주차장,서울특별시 송파구 오금로 420 (가락동 한라산업개발빌딩),주차장,862.0,127.136277,37.49699
2664,위너스 빌딩2,서울특별시 송파구 백제고분로 67 (잠실동),주차장,1584.0,127.078948,37.510792
2665,위너스 빌딩1,서울특별시 송파구 백제고분로 63 (잠실동),주차장,2880.0,127.078885,37.511048
2666,서일빌딩,서울특별시 송파구 올림픽로 102 (잠실동 서일빌딩),주차장,2970.0,127.081962,37.511424
2667,올림피아 빌딩 주차장,서울특별시 송파구 백제고분로 75 (잠실동 올림피아),주차장,8497.0,127.079155,37.509966
2669,아이코리아 지하주차장,서울특별시 송파구 충민로6길 17 (장지동 아이코리아),주차장,2211.0,127.134044,37.482757
2670,거여1동현대1차아파트,서울특별시 송파구 오금로54길 10 (거여동 현대아파트),주차장,5573.0,127.14107,37.493615
2671,대신빌딩,서울특별시 송파구 백제고분로 364 (석촌동 대준빌딩),주차장,1980.0,127.106845,37.504593
2672,아남아파트,서울특별시 송파구 마천로35길 18 (마천동 마천동아남아파트),주차장,2611.0,127.146072,37.500464
2673,거여2동주민센터,서울특별시 송파구 거마로2길 19 (거여동 거여2동주민센터),공공시설,400.0,127.146827,37.493539
2674,현대2차아파트 201동,서울특별시 송파구 오금로61길 20 (거여동 현대아파트),주차장,1400.0,127.146518,37.494758
2675,성지아파트 지하주차장,서울특별시 송파구 송이로12길 11 (송파동 송파성지아파트),주차장,3011.0,127.117555,37.500355
2676,가락한신아파트,서울특별시 송파구 송파대로 220 (가락동 가락한신아파트),주차장,2739.0,127.121627,37.48987
2677,문정1차현대아파트 지하주차장,서울특별시 송파구 송파대로20길 28 (문정동 문정현대아파트),주차장,2970.0,127.125876,37.485696
2678,태문빌딩,서울특별시 송파구 백제고분로 365 (석촌동 태문빌딩),주차장,2247.0,127.106298,37.505267
2679,백암빌딩,서울특별시 송파구 중대로 150 (가락동 백암빌딩),주차장,512.0,127.124382,37.495497
2680,송파구의회구민회관,서울특별시 송파구 백제고분로 242 (삼전동 송파구의회및구민회관),공공시설,2970.0,127.093492,37.502359
2681,서울아산병원 동관 지하주차장,서울특별시 송파구 올림픽로43길 88 (풍납동 서울아산병원),공공시설,48576.0,127.109526,37.525158
2682,동아한가람아파트 지하주차장,서울특별시 송파구 한가람로 448 (풍납동),주차장,3097.0,127.115228,37.537504
2683,동아상가 지하,서울특별시 송파구 한가람로16길 7 (풍납동 동아한가람아파트),주차장,660.0,127.115657,37.537049
2684,기영아파트,서울특별시 송파구 마천로51길 27 (마천동 기영아파트),주차장,653.0,127.152498,37.497363
2685,웅산빌딩,서울특별시 송파구 백제고분로 463 (방이동),주차장,640.0,127.112551,37.511903
2686,장지동주민센터 지하,서울특별시 송파구 새말로19길 6 (문정동 장지동주민센터),공공시설,330.0,127.132437,37.486965
2687,두암빌딩,서울특별시 송파구 백제고분로 359 (석촌동 두암빌딩),주차장,1782.0,127.105909,37.505094
2690,문정현대2차아파트 지하주차장,서울특별시 송파구 송파대로16길 12 (문정동 현대2차아파트),주차장,2690.0,127.124617,37.484187
2692,시그마타워,서울특별시 송파구 올림픽로 289 (신천동 잠실시그마타워),주차장,11343.0,127.102524,37.514616
2693,월드타워,서울특별시 송파구 송파대로 558 (신천동 월드타워빌딩),주차장,10285.0,127.099711,37.515094
2694,현대타워,서울특별시 송파구 올림픽로 293-19 (신천동 현대타워아파트),주차장,9509.0,127.10248,37.515124
2696,마천삼익아파트,서울특별시 송파구 성내천로 236 (마천동 마천동삼익아파트),주차장,4101.0,127.153632,37.499005
2697,건영아파트 지하주차장,서울특별시 송파구 새말로8길 12 (문정동 건영아파트),주차장,2158.0,127.125788,37.481353
2698,송파2동 현대아파트,서울특별시 송파구 오금로32길 42 지층 (송파동 현대아파트),주차장,9900.0,127.1177,37.503364
2699,현대그린빌아파트,서울특별시 송파구 마천로 315 (마천동 현대그린빌),주차장,8633.0,127.150974,37.495167
2700,마천금호아파트,서울특별시 송파구 마천로57길 16 (마천동 마천금호아파트),주차장,455.0,127.15337,37.494688
2701,문정동아아파트 지하주차장,서울특별시 송파구 문정로5길 13 (문정동 문정동아아파트),주차장,1650.0,127.128503,37.487654
2702,한보아파트,서울특별시 송파구 마천로51길 25 (마천동 한보아파트),주차장,1267.0,127.151888,37.497346
2703,우성2차아파트 지하주차장,서울특별시 송파구 중대로12길 35 (가락동 가락우성2차아파트),주차장,660.0,127.125471,37.492014
2704,가락금호아파트 지하주차장,서울특별시 송파구 송파대로32길 15 (가락동 가락금호아파트),주차장,3940.0,127.115758,37.496583
2707,거여1단지아파트,서울특별시 송파구 양산로8길 4 (거여동 거여1단지아파트),주차장,5200.0,127.144296,37.491816
2708,거여2단지아파트,서울특별시 송파구 양산로8길 24 (거여동),주차장,3200.0,127.146643,37.489647
2709,거여4단지아파트,서울특별시 송파구 양산로4길 8 (거여동),주차장,7032.0,127.143391,37.489586
2710,거여5단지아파트,서울특별시 송파구 양산로4길 16 (거여동),주차장,2396.0,127.144965,37.48921
2711,거여6단지아파트,서울특별시 송파구 양산로2길 38 (거여동),주차장,2614.0,127.146189,37.488466
2712,문정1차푸르지오아파트,서울특별시 송파구 문정로 55 (문정동 문정푸르지오아파트),주차장,7930.0,127.12757,37.486779
2714,가락2차 쌍용아파트 지하주차장,서울특별시 송파구 송이로15길 33 (가락동 가락2차쌍용아파트),주차장,1948.0,127.122654,37.501157
2718,거여1동 현대3차아파트,서울특별시 송파구 거마로 43 (거여동 현대3차아파트),주차장,1980.0,127.145671,37.496864
2720,성영아파트 지하주차장,서울특별시 송파구 마천로35길 6 (마천동 성영아파트),주차장,1868.0,127.145161,37.499708
2721,남양빌딩 지하주차장,서울특별시 송파구 백제고분로 232 (삼전동 남양빌딩),주차장,1095.0,127.092108,37.502882
2722,문정푸르지오2차아파트,서울특별시 송파구 송이로32길 37 (문정동 문정푸르지오아파트),주차장,3960.0,127.127208,37.487003
2723,신동아아파트 지하주차장,서울특별시 송파구 성내천로21길 12 (마천동 신동아아파트),주차장,4649.0,127.144746,37.500433
2727,현대아파트 중앙아케이드 상가,서울특별시 송파구 오금로35길 17 (오금동 현대아파트),주차장,12870.0,127.127363,37.506396
2728,송파도서관,서울특별시 송파구 동남로 263 (오금동 송파도서관),공공시설,544.0,127.134853,37.499994
2729,서울곰두리체육센터,서울특별시 송파구 동남로 271 (오금동 서울곰두리체육센터),공공시설,858.0,127.135455,37.500491
2731,올림픽베어스타운,서울특별시 송파구 위례성대로 58 (방이동 올림픽베어스타운),주차장,3520.0,127.11912,37.514762
2732,마천금호어울림1차아파트,서울특별시 송파구 성내천로 245(마천동 마천금호어울림1차아파트 지하주차장),주차장,7613.0,127.154464,37.498644
2733,우방아파트 지하주차장,서울특별시 송파구 성내천로 211 (마천동 우방아파트),주차장,8655.0,127.15206,37.500024
2734,영빌딩 지하주차장,서울특별시 송파구 송파대로 422 (송파동 영빌딩),주차장,696.0,127.10799,37.505002
2735,호수임광아파트 지하주차장,서울특별시 송파구 송파대로48길 29 (송파동 호수임광아파트),주차장,2343.0,127.107138,37.510344
2736,황제빌딩 지하주차장,서울특별시 송파구 백제고분로 393 (송파동),주차장,396.0,127.108947,37.506753
2737,동원빌딩 지하 서울구국기도원,서울특별시 송파구 가락로 151 (송파동 동원빌딩),주차장,1326.0,127.112117,37.503002
2738,송파여성문화회관 지하주차장,서울특별시 송파구 백제고분로42길 5 (송파동 송파여성문화회관),공공시설,10926.0,127.109733,37.505931
2739,올림픽 프라자 상가 지하,서울특별시 송파구 양재대로 1222 (방이동 올림픽프라자),주차장,5880.0,127.131062,37.515726
2740,올림픽 선수 기자촌 아파트,서울특별시 송파구 양재대로 1218 (방이동 올림픽선수기자촌아파트 지하주차장),주차장,21938.0,127.13771,37.516692
2741,씨티극동아파트 지하주차장,서울특별시 송파구 한가람로 478 (풍납동 씨티극동아파트),주차장,6569.0,127.117906,37.539736
2742,레이크팰리스아파트 지하주차장,서울특별시 송파구 잠실로 88 (잠실동 레이크팰리스),주차장,13136.0,127.093213,37.507534
2743,트리지움아파트 지하주차장,서울특별시 송파구 잠실로 62 (잠실동 트리지움),주차장,18182.0,127.090223,37.508001
2744,갤러리아팰리스아파트 지하주차장,서울특별시 송파구 올림픽로 212 (잠실동 갤러리아팰리스),주차장,3758.0,127.094199,37.51069
2745,신구블레스 밸리아파트,서울특별시 송파구 위례성대로12길 25 (방이동 신구블레스밸리아파트),주차장,6617.0,127.122671,37.51127
2746,옥산크리스탈아파트,서울특별시 송파구 위례성대로14길 11 (방이동 옥산크리스탈아파트),주차장,2343.0,127.123577,37.512213
2747,한솔아파트 지하주차장,서울특별시 송파구 백제고분로 348 (석촌동 잠실한솔아파트),주차장,1556.0,127.10522,37.504082
2748,어울림아파트,서울특별시 송파구 오금로56길 28 (거여동 어울림아파트),주차장,6507.0,127.143094,37.492365
2749,송파노인종합복지관 지하대강당,서울특별시 송파구 백제고분로32길 41 (삼전동 송파노인종합복지관 지하대강당),공공시설,1644.0,127.094894,37.498667
2750,가락 ID 타워,서울특별시 송파구 중대로 105 (가락동 가락 ID TOWER),주차장,4622.0,127.120055,37.493588
2751,송파동부센트레빌 아파트,서울특별시 송파구 송파대로37길 29 (가락동 송파 동부센트레빌),주차장,6973.0,127.108571,37.500399
2752,가락쌍용1차아파트,서울특별시 송파구 동남로 193 (가락동 가락쌍용아파트),주차장,8177.0,127.129225,37.494699
2753,잠실교회 별관,서울특별시 송파구 동남로16길 5 (가락동 잠실교회 제2성전),주차장,3056.0,127.13141,37.494556
2754,문정래미안 지하주차장,서울특별시 송파구 문정로 83 (문정동 문정래미안아파트),주차장,6716.0,127.130233,37.489205
2755,문정프라자 지하주차장,서울특별시 송파구 중대로 80 (문정동 문정프라자),주차장,37360.0,127.117845,37.491763
2756,세계로교회,서울특별시 송파구 마천로61바길 31-1 (마천동 마천중앙교회),주차장,2992.0,127.152179,37.496272
2757,엘스아파트 지하주차장,서울특별시 송파구 올림픽로 99 (잠실동 잠실엘스),주차장,22485.0,127.078129,37.515124
2758,리센츠아파트 지하주차장,서울특별시 송파구 올림픽로 135 (잠실동 리센츠),주차장,22026.0,127.08989,37.516734
2759,석촌씨티빌딩,서울특별시 송파구 오금로 113 (방이동 석촌씨티빌딩),주차장,2513.0,127.108584,37.51217
2761,송파1동주민센터 지하 다목적실,서울특별시 송파구 백제고분로 392 (송파동 송파1동주민센터),공공시설,403.0,127.109312,37.506263
2762,파크리오아파트,서울특별시 송파구 올림픽로 435 (신천동 파크리오),주차장,27181.0,127.104973,37.52136
2764,경찰병원역,서울특별시 송파구 중대로 지하 149 (가락동 경찰병원역),공공시설,9705.0,127.124066,37.495602
2765,문정근린공원 공영주차장,서울특별시 송파구 문정로 지하 12 (문정동),주차장,9835.0,127.123896,37.48595
2766,방이코오롱아파트,서울특별시 송파구 오금로31길 28 (방이동 코오롱아파트),주차장,4559.0,127.12425,37.508886
2768,산림조합중앙회 지하 주차장,서울특별시 송파구 석촌호수로 166 (삼전동 산림조합중앙회),주차장,1958.0,127.095343,37.506599
2769,신원빌딩 지하주차장,서울특별시 송파구 석촌호수로 130 (삼전동 신원빌딩),주차장,398.0,127.091385,37.507197
2770,송파파크데일1단지,서울특별시 송파구 성내천로37길 37 (마천동 송파파크데일1단지),주차장,3216.0,127.158101,37.498787
2771,송파파크데일2단지,서울특별시 송파구 성내천로47길 38 (마천동 송파파크데일2단지),주차장,3520.0,127.158164,37.496339
2772,위례송파푸르지오 지하주차장,서울특별시 송파구 위례광장로 185 (장지동 위례신도시송파푸르지오 지하주차장),주차장,2174.0,127.13976,37.480209
2773,위례22단지 지하주차장,서울특별시 송파구 위례광장로 163 (장지동 위례22단지),주차장,4510.0,127.139325,37.479669
2774,위례24단지 지하주차장,서울특별시 송파구 위례광장로 121 (장지동 위례24단지),주차장,7168.0,127.138216,37.476867
2775,서울동부지방법원,서울특별시 송파구 법원로 101 서울동부지방법원 (문정동),공공시설,1651.0,127.119754,37.483493
2776,위례동주민센터 지하주차장,서울특별시 송파구 위례광장로 210 (장지동 위례동주민센터송파위례도서관 지하주차장),공공시설,394.0,127.143936,37.481167
2781,헬리오시티 지하주차장,서울특별시 송파구 송파대로 345 103동 (가락동 헬리오시티),주차장,507732.0,127.102533,37.497612
2782,상계주공아파트 12단지 관리동,서울특별시 노원구 한글비석로 530,주차장,14000.0,127.059169,37.666935
2783,보람아파트 관리소,서울특별시 노원구 한글비석로 479,주차장,2100.0,127.064485,37.664499
2784,상계주공아파트 12단지 종합상가,서울특별시 노원구 동일로 1538,주차장,1500.0,127.057863,37.666236
2785,보람상가,서울특별시 노원구 한글비석로 474,주차장,1800.0,127.065442,37.664823
2786,상계8동 주공16단지 헬스장,서울특별시 노원구 동일로227길 86,주차장,522.0,127.052725,37.670405
2787,북부여성창업보육센터,서울특별시 노원구 동일로207길 50,공공시설,700.0,127.061285,37.642827
2788,롯데상가,서울특별시 노원구 섬밭로 263,주차장,2500.0,127.06382,37.639139
2789,장미아파트 6단지상가,서울특별시 노원구 섬밭로 196,주차장,1400.0,127.067278,37.633997
2792,한신1차아파트,서울특별시 노원구 한글비석로46가길 16,주차장,12000.0,127.068943,37.665844
2793,벽산상가,서울특별시 노원구 섬밭로 209,주차장,2500.0,127.065697,37.634932
2794,성석교회 지하주차장,서울특별시 강서구 화곡동 836번지 13호,주차장,3889.0,126.8544623308883,37.532393851606436
2795,KT 화곡지사 지하주차장,서울특별시 강서구 화곡동 893번지 1호,주차장,1126.0,126.8458205266736,37.529534410863285
2796,서울큰나무병원,서울특별시 강서구 화곡동 1026번지 12호,공공시설,1831.0,126.83515160955423,37.54452918965956
2797,강서구청 지하상황실,서울특별시 강서구 화곡동 980번지 16호,공공시설,770.25,126.84677473535967,37.55088099653707
2798,나누리병원 지하주차장,서울특별시 강서구 화곡동 377번지 8호,공공시설,505.0,126.83384340251187,37.53739023219539
2800,화일초등학교 화일주차장,서울특별시 강서구 화곡동 61번지 184호,주차장,6709.0,126.84464152966666,37.54061592822456
2802,원흥타운 지하주차장,서울특별시 강서구 화곡동 1087번지 5호,주차장,859.51,126.8326225144958,37.538530021262076
2804,기쁜우리복지관,서울특별시 강서구 가양동 1466번지,공공시설,699.0,126.84601284218522,37.56922498564197
2805,가양5종합사회복지관,서울특별시 강서구 가양동 1481번지,공공시설,932.24,126.8517097626658,37.56355296100836
2806,가양4종합사회복지관,서울특별시 강서구 가양동 1478번지,공공시설,576.0,126.84900794334976,37.56503062869482
2810,국민은행 지하주차장,서울특별시 강서구 화곡동 342번지 38호,주차장,769.0,126.84483761013053,37.53095494540723
2811,공항초등학교 지하주차장,서울특별시 강서구 마곡동 743번지 5호,주차장,1753.0,126.81872779618897,37.56305994323929
2813,동신대아아파트 지하주차장,서울특별시 강서구 가양동 1459번지,주차장,14952.13,126.84046649313179,37.57217309484458
2814,일신건영휴먼빌아파트 지하주차장,서울특별시 강서구 가양동 1496번지,주차장,4523.73,126.839310784019,37.56891629434576
2816,한보구암아파트 지하주차장,서울특별시 강서구 가양동 1495번지,주차장,6183.05,126.84607432923137,37.56809848622581
2818,대림경동아파트 지하주차장,서울특별시 강서구 가양동 1474번지,주차장,11416.0,126.85114075416722,37.5663473293681
2819,삼성하나로아파트 지하주차장,서울특별시 강서구 염창동 248번지 3호,주차장,2966.0,126.86901625320732,37.55162882811464
2820,관음삼성아파트 지하주차장,서울특별시 강서구 염창동 268번지,주차장,6066.0,126.86623622210912,37.55259178594144
2821,태진한솔아파트 지하주차장,서울특별시 강서구 염창동 263번지,주차장,2180.0,126.87113515351069,37.549130348704715
2822,한마음삼성아파트 지하주차장,서울특별시 강서구 염창동 244번지 2호,주차장,5592.0,126.86540059047766,37.55446663900193
2823,신동아아파트 지하주차장,서울특별시 강서구 염창동 289번지,주차장,3024.0,126.86616094436694,37.555129459519186
2824,벽산늘푸른아파트 지하주차장,서울특별시 강서구 염창동 290번지,주차장,4899.0,126.86323699362373,37.55805109846533
2825,대동황토방1차아파트 지하주차장,서울특별시 강서구 등촌동 631번지 9호,주차장,10590.0,126.8593640048508,37.55592000314523
2826,가양8단지아파트 지하주차장,서울특별시 강서구 가양동 1482번지,주차장,10661.0,126.85428370271036,37.56209622583863
2827,코오롱하늘채아파트 지하주차장,서울특별시 강서구 등촌동 714번지,주차장,4236.0,126.85779626140082,37.55432619793707
2828,등촌아이파크아파트 지하주차장,서울특별시 강서구 등촌동 715번지,주차장,78651.59,126.85733901356316,37.5439162788464
2829,가양9-1단지아파트 지하주차장,서울특별시 강서구 가양동 1489번지,주차장,6482.67,126.85874818767839,37.560083059432586
2830,가양9-2단지아파트 지하주차장,서울특별시 강서구 가양동 1490번지,주차장,11279.0,126.86064284628216,37.558721226080834
2831,등촌주공3단지아파트 지하주차장,서울특별시 강서구 등촌동 688번지,주차장,5065.0,126.8382214071119,37.56164183109553
2832,등촌주공5단지아파트 지하주차장,서울특별시 강서구 등촌동 695번지,주차장,5140.0,126.841978874736,37.56045161386567
2833,등촌주공6단지아파트 지하주차장,서울특별시 강서구 등촌동 705번지,주차장,2246.0,126.84546097927287,37.55967127562216
2834,보람아파트 지하주차장,서울특별시 강서구 내발산동 686번지 1호,주차장,2084.0,126.82888977558554,37.55330586883471
2835,등촌주공10단지아파트 지하주차장,서울특별시 강서구 등촌동 702번지,주차장,2752.0,126.84547667778085,37.56236167745495
2836,태승훼미리아파트3차 지하주차장,서울특별시 강서구 내발산동 732번지,주차장,1156.0,126.82855761209879,37.55136269396707
2837,동성아파트 지하주차장,서울특별시 강서구 등촌동 691번지 1호,주차장,16695.0,126.84290886797905,37.5638696328606
2838,등촌대림아파트 지하주차장,서울특별시 강서구 등촌동 694번지,주차장,12954.0,126.84376566612407,37.56264612212033
2839,대성유니드아파트 지하주차장,서울특별시 강서구 내발산동 712번지 2호,주차장,1395.05,126.82926094487445,37.550230500456145
2840,미주진로아파트 지하주차장,서울특별시 강서구 등촌동 701번지,주차장,6888.0,126.84413870133557,37.559838493794494
2841,부영아파트 지하주차장,서울특별시 강서구 등촌동 691번지 3호,주차장,10194.0,126.84075104753178,37.56355786099079
2842,강성레스트빌아파트 지하주차장,서울특별시 강서구 내발산동 717번지 20호,주차장,1047.94,126.83172319433746,37.54987931769918
2843,그린씨티아파트 지하주차장,서울특별시 강서구 내발산동 716번지 16호,주차장,988.0,126.83033844294386,37.549651554027264
2844,화곡본동천주교회 지하,서울특별시 강서구 화곡동 105번지 244호,주차장,2953.0,126.84074278936828,37.53930850628657
2845,해태아파트 지하주차장,서울특별시 강서구 화곡동 900번지 1호,주차장,7428.13,126.84327448601607,37.529983635311055
2846,화곡대림아파트 지하주차장,서울특별시 강서구 화곡동 361번지 1호,주차장,3652.91,126.83446669813127,37.533645370974
2847,유림노르웨이숲 지하주차장,서울특별시 강서구 화곡동 919번지 1호,주차장,8221.52,126.84104488824957,37.530163997365975
2849,성석교회교육관 지하주차장,서울특별시 강서구 화곡동 833번지 7호,주차장,614.88,126.85406387982611,37.53275236044365
2850,은창아파트 지하주차장,서울특별시 강서구 화곡동 1143번지,주차장,780.17,126.84925939004164,37.5289237877339
2851,율창아파트 지하주차장,서울특별시 강서구 화곡동 885번지 1호,주차장,644.63,126.85111957096518,37.52914575966503
2852,곰달래아파트 지하주차장,서울특별시 강서구 화곡동 1137번지,주차장,826.45,126.8550919605505,37.52962158484163
2853,신도금잔디아파트 지하주차장,서울특별시 강서구 화곡동 1138번지,주차장,1322.32,126.85290942903139,37.52936190046495
2854,예다움아파트 지하주차장,서울특별시 강서구 화곡동 461번지 4호,주차장,2023.15,126.85105091178592,37.53670809547999
2855,태영방송인아파트 지하주차장,서울특별시 강서구 화곡동 1140번지,주차장,8227.84,126.85085315601376,37.53746903890205
2856,성삼하이츠아파트 지하주차장,서울특별시 강서구 화곡동 1142번지,주차장,941.63,126.86018658510282,37.53408573072822
2857,보람쉬움아파트 지하주차장,서울특별시 강서구 화곡동 1150번지,주차장,2287.39,126.85492532068956,37.53681680496963
2858,금화아파트 지하주차장,서울특별시 강서구 화곡동 797번지 1호,주차장,422.45,126.85875975855465,37.5325007551803
2859,방화1단지장미아파트 101동 지하주차장,서울특별시 강서구 방화동 841번지,주차장,1719.02,126.81460371335206,37.574299766553374
2860,방화2단지아파트 201동 지하주차장,서울특별시 강서구 방화동 839번지,주차장,1278.52,126.81607038706761,37.57478213366
2862,방화3단지아파트 301동 지하주차장,서울특별시 강서구 방화동 832번지,주차장,2190.1,126.81007525579422,37.57563095578689
2863,방화4단지아파트 401동 지하주차장,서울특별시 강서구 방화동 831번지,주차장,997.25,126.81177353929247,37.57700085997919
